"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q847711","","","مطار فيلنيوس","","Flughafen Vilnius","Vilnius Airport","Aeropuerto Internacional de Vilna","aéroport international de Vilnius","","","","Bandar Udara Internasional Vilnius","Aeroporto Internazionale di Vilnius","ヴィリニュス国際空港","","Luchthaven Vilnius","Port lotniczy Wilno","Aeroporto de Vilnius","Вильнюсский международный аэропорт","Vilnius internationella flygplats","Vilnius Uluslararası Havalimanı","Sân bay quốc tế Vilnius","维尔纽斯国际机场"
"Q1151889","","","مطار أصفهان الدولي","","Isfahan Internationaler Flughafen","Isfahan International Airport","","aéroport international Shahid Beheshti","","","","Bandar Udara Internasional Isfahan","","シャヒード・ベヘシュティー空港","","Isfahan International Airport","port lotniczy Isfahan","","Международный аэропорт Исфахан","Isfahan International Airport","İsfahan Havalimanı","Sân bay quốc tế Isfahan","伊斯法罕"
"Q1148527","","","","আশখাবাদ আন্তর্জাতিক বিমানবন্দর","Flughafen Aşgabat","Ashgabat International Airport","Aeropuerto Internacional de Asjabad","aéroport d'Achgabat","","","","Bandar Udara Internasional Ashgabat","Aeroporto di Aşgabat","アシガバート空港","아시가바트 공항","Luchthaven Asjchabat","Port lotniczy Aszchabad","Aeroporto Internacional de Asgabate","Аэропорт имени Сапармурата Туркменбаши","","","Sân bay Ashgabat","萨帕尔穆拉特·尼亚佐夫国际机场"
"Q1142219","","","","","Flughafen Lima","Jorge Chávez International Airport","Aeropuerto Internacional Jorge Chávez","aéroport international Jorge Chávez","","","","Bandar Udara Internasional Jorge Chavez","Aeroporto Internazionale Jorge Chávez","ホルヘ・チャベス国際空港","호르헤 차베스 국제공항","Internationale Luchthaven Jorge Chávez","Port lotniczy Lima-Jorge Chávez","Aeroporto Internacional Jorge Chávez","","","","Sân bay quốc tế Jorge Chávez","豪尔赫·查韦斯国际机场"
"Q1088438","","","","","Flughafen Port Moresby","Jacksons International Airport","Aeropuerto Internacional de Jacksons","aéroport de Port Moresby","","","Jacksons nemzetközi repülőtér","Bandar Udara Internasional Jacksons","Aeroporto di Port Moresby","ポートモレスビー・ジャクソン国際空港","잭슨 국제공항","Luchthaven Port Moresby","Port lotniczy Port Moresby","Aeroporto Internacional de Port Moresby","Порт-Морсби","","","Sân bay quốc tế Jacksons","傑克遜斯國際機場"
"Q1062676","","","","","Flughafen Las Américas","Las Américas International Airport","Aeropuerto Internacional Las Américas","aéroport international Las Américas","Διεθνές αεροδρόμιο Λας Αμέρικας","","Las Américas nemzetközi repülőtér","Bandar Udara Internasional Las Américas","Aeroporto Internazionale Las Américas","ラス・アメリカス国際空港","","Las Américas International Airport","Port lotniczy Las Americas","Aeroporto Internacional Las Américas","","Las Américas International Airport","","","亞美利加國際機場"
"Q1052673","","","","","","Windsor International Airport","","Aéroport international de Windsor","","","","","","ウィンザー空港","윈저 공항","","Port lotniczy Windsor","","","Windsor Airport","","","溫莎國際機場"
"Q1043631","","","مطار مورتالا محمد الدولي","","Flughafen Lagos","Murtala Muhammed International Airport","Aeropuerto Internacional Murtala Muhammed","aéroport international Murtala-Muhammed","","मुर्तला मुहम्मद हवाई अड्डा","","Bandar Udara Internasional Murtala Muhammed","Aeroporto Internazionale Murtala Muhammed","ムルタラ・モハンマド国際空港","무르탈라 모하메드 국제공항","Murtala Muhammed International Airport","Port lotniczy Lagos","Aeroporto Internacional Murtala Muhammed","Международный аэропорт имени Мурталы Мохаммеда","","Murtala Muhammed Uluslararası Havalimanı","Sân bay quốc tế Murtala Muhammed","穆尔塔拉·穆罕默德国际机场"
"Q1054163","","","","","Flughafen Phnom Penh","Phnom Penh International Airport","Aeropuerto Internacional de Nom Pen","aéroport international de Phnom Penh","","","","Bandar Udara Internasional Phnom Penh","Aeroporto Internazionale di Phnom Penh","プノンペン国際空港","프놈펜 국제공항","Luchthaven Phnom-Penh","Port lotniczy Phnom Penh","Aeroporto Internacional de Phnom Penh","Пномпень","Phnom Penh internationella flygplats","Phnom Penh Uluslararası Havalimanı","Sân bay quốc tế Phnôm Pênh","金邊國際機場"
"Q44868","","","مطار قوانغتشو باييون الدولي","","Flughafen Guangzhou","Guangzhou Baiyun International Airport","Aeropuerto Internacional Baiyun","aéroport international de Canton Baiyun","","गुवांगज़ोउ बाइयुन अन्तर्राष्ट्रीय विमानक्षेत्र","","Bandar Udara Internasional Baiyun Guangzhou","Aeroporto di Canton-Baiyun","広州白雲国際空港","광저우 바이윈 국제공항","internationale luchthaven van Guangzhou Baiyun","Port lotniczy Guangzhou","Aeroporto Internacional de Guangzhou Baiyun","Гуанчжоу Байюнь","Guangzhou","Guangzhou Baiyun Uluslararası Havalimanı","Sân bay quốc tế Bạch Vân Quảng Châu","广州白云国际机场"
"Q36454","","","مطار ناريتا الدولي","নারিতা আন্তর্জাতিক বিমানবন্দর","Flughafen Tokio-Narita","Narita International Airport","Aeropuerto Internacional de Narita","aéroport international de Narita","","नरिता अन्तर्राष्ट्रीय विमानक्षेत्र","","Bandar Udara Internasional Narita","Aeroporto Internazionale Narita","成田国際空港","나리타 국제공항","Luchthaven Narita","Port lotniczy Narita","Aeroporto Internacional de Narita","Нарита","Narita International Airport","Narita Uluslararası Havalimanı","Sân bay quốc tế Narita","成田国际机场"
"Q47151","","","","","Flughafen Kasan","Kazan International Airport","Aeropuerto Internacional de Kazán","aéroport international de Kazan","","","Kazáni nemzetközi repülőtér","Bandar Udara Internasional Kazan","aeroporto di Kazan'","カザン国際空港","","Luchthaven Kazan","Port lotniczy Kazań","Aeroporto Internacional de Cazã","Казань","","Kazan Uluslararası Havalimanı","Sân bay quốc tế Kazan","喀山國際機場"
"Q44923","","","مطار أديس أبابا بول الدولي","","Flughafen Addis Abeba","Addis Ababa Bole International Airport","Aeropuerto Internacional Bole","aéroport international de Bole","","बोले अन्तर्राष्ट्रीय विमानक्षेत्र","Bole nemzetközi repülőtér","Bandar Udara Internasional Bole","Aeroporto di Addis Abeba - Bole","ボレ国際空港","볼레 국제공항","Luchthaven Bole Internationaal","Port lotniczy Addis Abeba","Aeroporto Internacional Bole","Боле","Bole International Airport","Bole Uluslararası Havalimanı","Sân bay quốc tế Bole","博莱国际机场"
"Q45935","","","مطار بيرث","","Flughafen Perth","Perth Airport","Aeropuerto de Perth","aéroport de Perth","","","","Bandar Udara Perth","Aeroporto di Perth","パース空港","퍼스 공항","Perth Airport","Port lotniczy Perth","Aeroporto de Perth","Перт","Perth Airport","","Sân bay Perth","珀斯機場"
"Q45523","","","","","Flughafen Brisbane","Brisbane Airport","Aeropuerto de Brisbane","aéroport international de Brisbane","","","","Bandar Udara Brisbane","Aeroporto di Brisbane","ブリスベン空港","브리즈번 공항","Brisbane Airport","Port lotniczy Brisbane","Aeroporto Internacional de Brisbane","Брисбен","Brisbane Airport","","Sân bay Brisbane","布里斯班機場"
"Q1152024","","","مطار مشهد الدولي","","Maschhad International Airport","Mashhad International Airport","Aeropuerto Internacional de Mashhad","aéroport international Shahid Hashemi Nejad","","","","Bandar Udara Internasional Mashhad","","マシュハド国際空港","","Mashhad International Airport","port lotniczy Meszhed","Aeroporto Internacional de Mashhad","Мешхед","","Meşhed Havalimanı","","沙希德·哈希米内贾德国际机场"
"Q1188985","","","","","Flughafen Nausori","Nausori International Airport","","aéroport de Suva-Nausori","","","","Bandar Udara Internasional Nausori","Aeroporto di Suva","ナウソリ国際空港","나우소리 국제공항","Nausori International Airport","Port lotniczy Suva","","Наусори","Nausori International Airport","","","瑙索里國際機場"
"Q1165296","","","مطار صنعاء الدولي","","Flughafen Sanaa","Sana'a International Airport","Aeropuerto Internacional de Saná","aéroport international El Rahaba","","","","Bandar Udara Internasional Sana'a","Aeroporto Internazionale di San'a'","サヌア国際空港","사나 국제공항","Luchthaven van Sanaa","Port lotniczy Sana","Aeroporto Internacional El Rahaba","Сана","","","Sân bay quốc tế Sana'a","薩那國際機場"
"Q1151896","","","مطار شيراز الدولي","","Shiraz International Airport","Shiraz International Airport","Aeropuerto Internacional de Shiraz","aéroport international Shahid Dastghaib","","शिराज अंतर्राष्ट्रीय हवाई अड्डा","","Bandar Udara Internasional Shiraz","Aeroporto Internazionale di Shiraz","シーラーズ国際空港","","Luchthaven van Shiraz","port lotniczy Sziraz","","Международный аэропорт Шираз","Shiraz International Airport","Şiraz Havalimanı","Sân bay quốc tế Shiraz","沙希德·阿亚图拉·达斯特盖卜国际机场"
"Q1327949","","","","","Flughafen Gaborone","Sir Seretse Khama International Airport","Aeropuerto Internacional Sir Seretse Cama","aéroport international de Gaborone","","","","Bandar Udara Internasional Sir Seretse Khama","Aeroporto Internazionale Sir Seretse Khama","セレツェカーマ国際空港","","Sir Seretse Khama International Airport","Port lotniczy Gaborone","Aeroporto Internacional Sir Seretse Khama","","Sir Seretse Khama International Airport","Sir Seretse Khama Uluslararası Havalimanı","Sân bay quốc tế Sir Seretse Khama","塞雷茨·卡马爵士国际机场"
"Q1347322","","","مطار الأقصر الدولي","","Flughafen Luxor International","Luxor International Airport","Aeropuerto Internacional de Luxor","aéroport international de Louxor","","","Luxori nemzetközi repülőtér","Bandar Udara Internasional Luxor","","ルクソール国際空港","룩소르 국제공항","Luchthaven Luxor","Port lotniczy Luksor","Aeroporto Internacional de Luxor","","Luxor flygplats","","Sân bay quốc tế Luxor","卢克索国际机场"
"Q1323755","","","","","Flughafen Winnipeg","Winnipeg James Armstrong Richardson International Airport","Aeropuerto Internacional James Armstrong Richardson","aéroport international James Armstrong Richardson de Winnipeg","","","","Bandar Udara Internasional Winnipeg","Aeroporto Internazionale di Winnipeg-James Armstrong Richardson","ウィニペグ・ジェームス・アームストロング・リチャードソン国際空港","","Winnipeg James Armstrong Richardson International Airport","Port lotniczy Winnipeg","Aeroporto Internacional de Winnipeg James Armstrong Richardson","","Winnipeg J. A. Richardson International Airport","","Sân bay quốc tế Winnipeg James Armstrong Richardson","温尼伯詹姆斯·阿姆斯特朗·理查森国际机场"
"Q61066","","","مطار تريبوفان الدولي","ত্রিভুবন আন্তর্জাতিক বিমানবন্দর","Flughafen Kathmandu","Tribhuvan International Airport","Aeropuerto Internacional de Katmandú","Tribhuvan International Airport","","त्रिभुवन अन्तर्राष्ट्रीय विमानक्षेत्र","Tribhuvan nemzetközi repülőtér","Bandar Udara Internasional Tribhuvan","Aeroporto Internazionale Tribhuvan","トリブバン国際空港","트리부반 국제공항","Internationale Luchthaven Tribhuvan","Port lotniczy Katmandu","Aeroporto Internacional Tribhuvan","Трибхуван","","Tribhuvan Uluslararası Havaalanı","Sân bay quốc tế Tribhuvan","特里布万国际机场"
"Q60879","","","مطار علامه إقبال الدولي","আল্লামা ইকবাল আন্তর্জাতিক বিমানবন্দর","Allama Iqbal International Airport","Allama Iqbal International Airport","Aeropuerto Internacional Allama Iqbal","aéroport international Allama Iqbal","","अल्लामा इकबाल अन्तर्राष्ट्रीय विमानक्षेत्र","","Bandar Udara Internasional Allama Iqbal","Aeroporto Internazionale Allama Iqbal","アッラーマ・イクバール国際空港","알라마 이크발 국제공항","Allama Iqbal International Airport","Port lotniczy Lahaur","","Лахор","","","Sân bay quốc tế Allama Iqbal","拉合尔阿拉马·伊克巴勒国际机场"
"Q61052","","","مطار جناح الدولي","জিন্নাহ আন্তর্জাতিক বিমানবন্দর","Karachi/Jinnah International Airport","Jinnah International Airport","Aeropuerto Internacional Jinnah","aéroport international Jinnah","","जिन्ना अंतरराष्ट्रीय हवाई अड्डे के","","Bandar Udara Internasional Jinnah","Aeroporto Internazionale Jinnah","ジンナー国際空港","진나 국제공항","Jinnah International Airport","Port lotniczy Karaczi","Aeroporto Internacional Jinnah","Джинна","","","Sân bay quốc tế Jinnah","真纳国际机场"
"Q1319833","","","","","Flughafen Ottawa","Ottawa Macdonald-Cartier International Airport","Aeropuerto Internacional de Ottawa","aéroport international Macdonald-Cartier d'Ottawa","","","","Bandar Udara Internasional Ottawa Macdonald-Cartier","Aeroporto Internazionale di Ottawa-Macdonald-Cartier","オタワ・マクドナルド・カルティエ国際空港","오타와 맥도널드 카르티에 국제공항","Ottawa Macdonald-Cartier International Airport","Port lotniczy Ottawa","Aeroporto Internacional Ottawa Macdonald-Cartier","Международный аэропорт имени Макдональда — Картье","Ottawa Macdonald-Cartier International Airport","","Sân bay quốc tế Ottawa Mcdonald-Cartier","渥太华麦克唐纳－卡蒂埃国际机场"
"Q1192811","","","مطار فرانسيسكو بانجوي الدولي","","Francisco Bangoy International Airport","Francisco Bangoy International Airport","Aeropuerto Internacional Francisco Bangoy","aéroport international Francisco Bangoy","","","","Bandar Udara Internasional Davao-Francisco Bangoy","aeroporto internazionale Francisco Bangoy","ダバオ国際空港","프란시스코 방고이 국제공항","Francisco Bangoy International Airport","Port lotniczy Francisco Bangoy","Aeroporto Internacional Francisco Bangoy","","","","Sân bay quốc tế Francisco Bangoy","達沃國際機場"
"Q1266839","","","","","Durban International Airport","Durban International Airport","Aeropuerto Internacional de Durban","aéroport international de Durban","","लुईस बोधा हवाई अड्डा","","Bandar Udara Internasional Durban","Aeroporto Internazionale di Durban","ダーバン国際空港","","Durban International Airport","Port lotniczy Durban","Aeroporto Internacional de Durban","","","","Sân bay quốc tế Durban","德班國際機場"
"Q1194015","","","مطار برج العرب الدولي","","Flughafen Borg El Arab","Borg El Arab Airport","Aeropuerto de Borg El Arab","aéroport de Borg El Arab","","","Borg El Arab repülőtér","Bandar Udara Borg El Arab","","ボルグ・エル・アラブ空港","보르그엘아랍 국제공항","Luchthaven Borg El Arab","Port lotniczy Borg El Arab","","","Alexandria Borg El Arab","","Sân bay Borg El Arab","亞歷山大港-阿拉伯堡"
"Q1192962","","","","","Raleigh-Durham International Airport","Raleigh–Durham International Airport","Aeropuerto Internacional de Raleigh-Durham","aéroport international de Raleigh-Durham","","","","","","ローリー・ダーラム国際空港","롤리 더럼 공항","","","","","Raleigh-Durham International Airport","","Sân bay quốc tế Raleigh-Durham","萊利都林國際機場"
"Q1418267","","","مطار ساو تومي","","Flughafen São Tomé","São Tomé International Airport","Aeropuerto Internacional de Santo Tomé","aéroport international de Sao Tomé","","","","Bandar Udara Internasional São Tomé","","サントメ国際空港","","Luchthaven São Tomé Internationaal","Port lotniczy São Tomé","Aeroporto Internacional de São Tomé","Международный аэропорт Сан-Томе","","","","聖多美國際機場"
"Q1347672","","","","","Eppley Airfield","Eppley Airfield","Aeropuerto Eppley","aéroport Eppley d'Omaha","","","","","Aeroporto di Omaha-Eppley","エプリー・エアフィールド","","Eppley Airfield","Port lotniczy Omaha-Eppley","","","","","","奧馬哈"
"Q1393401","","","مطار عبيد أماني كرومي الدولي","","Flughafen Sansibar","Abeid Amani Karume International Airport","Aeropuerto Internacional de Zanzíbar","aéroport international de Zanzibar","","","","Bandar Udara Internasional Zanzibar","","アベイド・アマニ・カルメ国際空港","","Zanzibar Airport","Port lotniczy Zanzibar","","","","","","桑吉巴國際機場"
"Q1398872","","","مطار عدن الدولي","","Flughafen Aden","Aden International Airport","Aeropuerto Internacional de Aden","aéroport d'Aden","","","","Bandar Udara Internasional Aden","","アデン国際空港","","Luchthaven van Aden","Port lotniczy Aden","Aeroporto Internacional de Áden","Аден","","","Sân bay quốc tế Aden","亞丁國際機場"
"Q1415006","","","","","Flughafen Nassau Lynden Pindling","Lynden Pindling International Airport","Aeropuerto Internacional Lynden Pindling","aéroport international Lynden Pindling","","","","Bandar Udara Internasional Lynden Pindling","Aeroporto Internazionale Lynden Pindling","リンデン・ピンドリング国際空港","","Lynden Pindling International Airport","Port lotniczy Nassau","Aeroporto Internacional Lynden Pindling","Нассау","Lynden Pindling International Airport","","Sân bay quốc tế Lynden Pindling","林丁平德林国际机场"
"Q127951","","","مطار صوفيا","সফিয়া বিমানবন্দর","Flughafen Sofia","Sofia Airport","Aeropuerto de Sofía","aéroport de Sofia","","","Szófiai repülőtér","Bandar Udara Sofia","Aeroporto di Sofia","ソフィア空港","","Luchthaven Sofia","Port lotniczy Sofia","Aeroporto de Sófia","София","Vrazjdebna","Sofya Havalimanı","Sân bay Sofia","索菲亞機場"
"Q127530","","","مطار ميامي الدولي","মায়ামি আন্তর্জাতিক বিমানবন্দর","Miami International Airport","Miami International Airport","Aeropuerto Internacional de Miami","aéroport international de Miami","","","","Bandar Udara Internasional Miami","Aeroporto Internazionale di Miami","マイアミ国際空港","마이애미 국제공항","Internationale Luchthaven Miami","Port lotniczy Miami","Aeroporto Internacional de Miami","Майами","Miami International Airport","","Sân bay quốc tế Miami","邁亞密國際機場"
"Q127955","","","مطار نيكولا تسلا في بلغراد","","Nikola-Tesla-Flughafen Belgrad","Belgrade Nikola Tesla Airport","Aeropuerto de Belgrado-Nikola Tesla","aéroport Nikola-Tesla de Belgrade","Διεθνές Αεροδρόμιο Νίκολα Τέσλα","","","Bandar Udara Nikola Tesla Beograd","Aeroporto di Belgrado-Nikola Tesla","ベオグラード・ニコラ・テスラ空港","베오그라드 국제공항","Belgrado Nikola Tesla Airport","Port lotniczy Belgrad","Aeroporto Internacional de Belgrado","Белград","Nikola Tesla-flygplatsen","Belgrad Nikola Tesla Havalimanı","Sân bay Belgrade Nikola Tesla","貝爾格勒國際機場"
"Q128016","","","","","Flughafen Franjo Tuđman Zagreb","Zagreb Airport","Aeropuerto de Zagreb-Pleso","aéroport de Zagreb","Αεροδρόμιο του Ζάγκρεμπ","","Zágrábi repülőtér","Bandar Udara Zagreb","Aeroporto di Zagabria-Pleso","ザグレブ国際空港","자그레브 국제공항","luchthaven Zagreb","Port lotniczy Zagrzeb","Aeroporto Internacional Franjo Tuđman","Загреб","Zagrebs flygplats","Zagreb Havalimanı","Sân bay Zagreb","萨格勒布机场"
"Q127958","","","","","Flughafen Thessaloniki","Thessaloniki International Airport","Aeropuerto Internacional Macedonia","aéroport international de Thessalonique «Makédonia»","Κρατικός Αερολιμένας Θεσσαλονίκης «Μακεδονία»","","","Bandar Udara Internasional Thessaloniki","Aeroporto Internazionale di Salonicco-Macedonia","テッサロニキ・マケドニア国際空港","","Luchthaven Thessaloniki","Port lotniczy Saloniki-Macedonia","Aeroporto de Salonica-Macedónia","Македония","Thessaloniki flygplats","Selanik Uluslararası Havalimanı","Sân bay quốc tế Thessaloniki","塞萨洛尼基马其顿国际机场"
"Q141677","","","مطار شيان شيانيانغ الدولي","","Xi’an Xianyang International Airport","Xi'an Xianyang International Airport","Aeropuerto Internacional de Xi'an Xianyang","aéroport international de Xi'an Xianyang","","","","Bandar Udara Internasional Xianyang Xian","","西安咸陽国際空港","시안 셴양 국제공항","Xi'an Xianyang International Airport","Port lotniczy Xi'an-Xianyang","Aeroporto Internacional de Xi'an Xianyang","Международный аэропорт Сиань Сяньян","Xi'an Xianyang International Airport","Xi'an Xianyang Uluslararası Havalimanı","Sân bay quốc tế Hàm Dương Tây An","西安咸阳国际机场"
"Q153592","","","مطار الملك عبد العزيز الدولي","বাদশাহ আব্দুলাজিজ আন্তর্জাতিক বিমানবন্দর","Flughafen Dschidda","King Abdulaziz International Airport","Aeropuerto Internacional Rey Abdulaziz","aéroport international Roi-Abdelaziz","","किंग अब्दुल अज़ीज़ अन्तर्राष्ट्रीय विमानक्षेत्र","","Bandar Udara Internasional King Abdul Aziz Jeddah","Aeroporto Internazionale di Gedda-Re Abd al-Aziz","キング・アブドゥルアズィーズ国際空港","킹 압둘아지즈 국제공항","King Abdulaziz International Airport","Port lotniczy Dżudda","Aeroporto Internacional Rei Abdulaziz","Король Абдул-Азиз","","","Sân bay quốc tế quốc vương Abdulaziz","阿卜杜勒-阿齐兹国王国际机场"
"Q174764","","","","ইয়াঙ্গুন আন্তর্জাতিক বিমানবন্দর","Rangun International Airport","Yangon International Airport","Aeropuerto Internacional de Rangún","aéroport international de Yangon","","","","Bandar Udara Internasional Yangon","Aeroporto Internazionale di Yangon","ヤンゴン国際空港","양곤 국제공항","Internationale Luchthaven van Rangoon","Port lotniczy Rangun","","Янгон","Rangoons internationella flygplats","","Sân bay quốc tế Yangon","仰光国际机场"
"Q1422154","","","","","Flughafen Guayaquil","José Joaquín de Olmedo International Airport","Aeropuerto Internacional José Joaquín de Olmedo - Guayaquil","aéroport international José Joaquín de Olmedo","","","","Bandar Udara Internasional José Joaquín de Olmedo","Aeroporto Internazionale José Joaquín de Olmedo","ホセ・ホアキン・デ・オルメード国際空港","호세 호아킨데 올메도 국제공항","Aeropuerto Internacional José Joaquín de Olmedo","Port lotniczy Guayaquil","Aeroporto Internacional José Joaquín de Olmedo","Международный аэропорт имени Хосе Хоакина де Ольмедо","José Joaquín de Olmedo International Airport","","Sân bay quốc tế José Joaquín de Olmedo","瓜阿基爾"
"Q1420178","","","","","Flughafen Panama","Tocumen International Airport","Aeropuerto Internacional de Tocumen","aéroport international de Tocumen","","","","Bandar Udara Internasional Tocumen","Aeroporto Internazionale di Tocumen","トキュメン国際空港","토쿠멘 국제공항","Internationale luchthaven Tocumen","Port lotniczy Panama","Aeroporto Internacional Tocumen","","","Tocumen Uluslararası Havalimanı","Sân bay quốc tế Tocumen","托庫門國際機場"
"Q1420222","","","مطار حلب الدولي","","Flughafen Aleppo","Aleppo International Airport","Aeropuerto de Aleppo","aéroport international d'Alep","","हवाई अड्डे अंत्र्र्र्र्राष्टय हवाई अड्डे","","Bandar Udara Internasional Aleppo","Aeroporto internazionale di Aleppo","アレッポ国際空港","알레포 국제공항","Aleppo International Airport","Port lotniczy Aleppo","Aeroporto Internacional de Alepo","Алеппо","Aleppo International Airport","Halep Havalimanı","Sân bay quốc tế Aleppo","阿勒颇国际机场"
"Q181479","","","مطار بن غوريون الدولي","","Flughafen Ben Gurion","Ben Gurion Airport","Aeropuerto Internacional Ben Gurión","aéroport international David-Ben-Gourion","Διεθνές Αεροδρόμιο Μπεν Γκουριόν","बेन गुरियन हवाई अड्डा","Ben-Gurion nemzetközi repülőtér","Bandar Udara Internasional Ben Gurion","Aeroporto di Tel Aviv-D. Ben Gurion","ベン・グリオン国際空港","벤구리온 국제공항","Luchthaven Ben-Gurion","Port lotniczy Tel Awiw-Ben Gurion","Aeroporto Internacional Ben Gurion","аэропорт имени Бен-Гуриона","Ben Gurions internationella flygplats","Ben Gurion Uluslararası Havaalanı","Sân bay quốc tế Ben Gurion","本-古里安国际机场"
"Q180464","","","","","Flughafen Afonso Pena","Afonso Pena International Airport","Aeropuerto Internacional Afonso Pena","aéroport international de Curitiba","","","","Bandar Udara Internasional Afonso Pena","","アフォンソ・ペーナ国際空港","아폰수 페나 국제공항","Luchthaven Afonso Pena","Port lotniczy Afonso Pena","Aeroporto Internacional de Curitiba","Афонсу Пена","Curitiba Airport","","Sân bay quốc tế Afonso Pena","阿方索·佩納國際機場"
"Q177689","","","مطار كوتوكا الدولي","","Flughafen Accra","Kotoka International Airport","Aeropuerto Internacional de Kotoka","aéroport international de Kotoka","","कोटोका हवाई अड्डा","Kotoka nemzetközi repülőtér","Bandar Udara Internasional Kotoka","Aeroporto Internazionale Kotoka","コトカ国際空港","코토카 국제공항","Luchthaven Kotoka Internationaal","Port lotniczy Akra","Aeroporto Internacional Kotoka","Котока","Kotoka","","Sân bay quốc tế Kotoka","科托卡国际机场"
"Q217226","","","مطار تيرانا","","Flughafen Tirana","Tirana International Airport Nënë Tereza","Aeropuerto Internacional Madre Teresa","aéroport international de Tirana","Διεθνής Αερολιμένας Τιράνων","","Teréz anya repülőtér","Bandar Udara Rinas Nënë Tereza","Aeroporto di Tirana","ティラナ・リナ空港","너너테레사 티라나 국제공항","Luchthaven Tirana","Port lotniczy Rinas","Aeroporto Internacional de Tirana Madre Teresa","Тирана","Tirana internationella flygplats Nënë Tereza","Tiran Uluslararası Havalimanı","Sân bay quốc tế Tirana Nënë Tereza","地拉那特蕾莎修女國際機場"
"Q221279","","","مطار واتاي الدولي","","Flughafen Vientiane","Wattay International Airport","Aeropuerto Internacional Wattay","aéroport international de Wattay","","","Wattay nemzetközi repülőtér","Bandar Udara Internasional Wattay","Aeroporto di Vientiane-Wattay","ワットタイ国際空港","왓따이 국제공항","Wattay International Airport","Port lotniczy Wientian-Wattay","Aeroporto Internacional de Wattay","Ваттай","Wattay International Airport","","Sân bay quốc tế Wattay","瓦岱國際機場"
"Q1430711","","","","","Internationaler Flughafen Saskatoon-John G. Diefenbaker","Saskatoon John G. Diefenbaker International Airport","Aeropuerto Internacional de Saskatoon John G. Diefenbaker","aéroport John G. Diefenbaker","","","","Bandar Udara Internasional Saskatoon","","サスカトゥーン・ジョン・G・ディーフェンベーカー国際空港","","Saskatoon John G. Diefenbaker International Airport","Port lotniczy Saskatoon","","","","","","萨斯卡通约翰·乔治·迪芬贝克国际机场"
"Q1430720","","","","","Flughafen Acapulco","General Juan N. Álvarez International Airport","Aeropuerto Internacional General Juan N. Álvarez","aéroport international général Juan N. Álvarez","","","","Bandar Udara Internasional General Juan N. Álvarez","Aeroporto Internazionale General Huan N. Álvarez","アカプルコ","","General Juan N. Álvarez International Airport","Port lotniczy Acapulco-Alvarez","Aeroporto Internacional de Acapulco","Акапулько-де-Хуарес","General Juan N. Álvarez International Airport","","","阿卡普爾科國際機場"
"Q1427782","","","","","Flughafen Viru Viru","Viru Viru International Airport","Aeropuerto Internacional Viru Viru","aéroport international de Viru Viru","","","","Bandar Udara Internasional Viru Viru","Aeroporto Internazionale Viru Viru","ビルビル国際空港","비루비루 국제공항","Luchthaven Viru Viru","Port lotniczy Viru Viru","Aeroporto Internacional Viru Viru","","Viru Viru International Airport","","Sân bay quốc tế Viru Viru","聖克魯斯"
"Q1425566","","","مطار بورتلاند الدولي","পোর্টল্যান্ড আন্তর্জাতিক বিমানবন্দর","Flughafen Portland","Portland International Airport","Aeropuerto Internacional de Portland","aéroport international de Portland","","","Portland nemzetközi repülőtér","Bandar Udara Internasional Portland","Aeroporto Internazionale di Portland","ポートランド国際空港","","internationale luchthaven van Portland","Port lotniczy Portland","Aeroporto Internacional de Portland","Международный аэропорт Портленда","Portland International Airport","","Sân bay quốc tế Portland","波特兰国际机场"
"Q1430822","","","","","Flughafen Antofagasta","Andrés Sabella Airport","Aeropuerto Andrés Sabella","aéroport d'Antofagasta","","","","Bandar Udara Internasional Cerro Moreno","","セロ・モレノ国際空港","","Aeropuerto Nacional Andrés Sabella Gálvez","Port lotniczy Cerro Moreno","Aeroporto Internacional Cerro Moreno","","Aeropuerto Cerro Moreno","","Sân bay quốc tế Cerro Moreno","Cerro Moreno國際機場"
"Q385406","","","مطار غواروليوس الدولي","","Flughafen Guarulhos - Governador André Franco Montoro","São Paulo-Guarulhos International Airport","Aeropuerto Internacional de São Paulo-Guarulhos","aéroport international de Guarulhos","","","São Paulo-Guarulhos nemzetközi repülőtér","Bandar Udara Internasional Guarulhos","Aeroporto Internazionale di San Paolo-Guarulhos","グアルーリョス国際空港","상파울루 구아룰류스 국제공항","Internationale Luchthaven São Paulo Guarulhos","Port lotniczy São Paulo-Guarulhos","Aeroporto Internacional de São Paulo-Guarulhos","Гуарульос","São Paulo-Guarulhos Internationella flygplats","São Paulo-Guarulhos Uluslararası Havalimanı","Sân bay quốc tế São Paulo-Guarulhos","圣保罗/瓜鲁柳斯－安德烈·弗朗哥·蒙托罗州长国际机场"
